    26.56  25.54   100.0   60.66   0.691    ! SEM2k*0.85 nat
    26.56  25.54   200.0   48.20   0.420    ! SEM2k*0.85 nat
    26.56  25.54   300.0   45.09   0.405    ! SEM2k*0.85 nat
    26.56  25.54   329.0   43.60   3.400    ! iMIEX97
    26.56  25.54   800.0   38.80   3.000    ! iMIEX97
    26.56  25.54  1200.0   37.20   3.000    ! iMIEX97
    26.56  25.54  1600.0   35.90   3.100    ! iMIEX97
    26.56  25.54  2600.0   28.30   2.700    ! iMIEX97
    26.56  25.53    10.0    0.     0.000    ! SEM2k 26.56->25.53
    26.56  25.53    12.0    0.23   0.044    ! SEM2k
    26.56  25.53    14.0    1.21   0.100    ! SEM2k
    26.56  25.53    16.0    2.25   0.136    ! SEM2k
    26.56  25.53    18.0    3.99   0.181    ! SEM2k
    26.56  25.53    20.0    5.66   0.215    ! SEM2k
    26.56  25.53    40.0   20.23   0.393    ! SEM2k
    26.56  25.53    50.0  129.70   0.980    ! SEM2k
    26.56  25.53    60.0  149.10   1.036    ! SEM2k
    26.56  25.53    70.0  125.60   0.941    ! SEM2k
    26.56  25.53    80.0  104.70   0.850    ! SEM2k
    26.56  25.53    90.0   93.91   0.799    ! SEM2k
    26.56  25.53   100.0   83.63   0.748    ! SEM2k
    26.56  25.53   200.0   56.36   0.418    ! SEM2k
    26.56  25.53   300.0   48.54   0.387    ! SEM2k
    26.56  25.53   400.0   44.28   0.375    ! SEM2k
    26.56  25.53   500.0   40.64   0.368    ! SEM2k
    26.56  25.53   600.0   38.22   0.365    ! SEM2k
    26.56  25.53   700.0   35.40   0.355    ! SEM2k
    26.56  25.53   800.0   33.19   0.346    ! SEM2k
    26.56  25.53   900.0   31.25   0.337    ! SEM2k
    26.56  25.53  1000.0   29.40   0.328    ! SEM2k
    26.56  25.53  2000.0   24.53   0.192    ! SEM2k
    26.56  26.52    30.0    0.     0.       ! Fe52
    26.56  26.52   100.0    0.     0.       ! Fe52
    26.56  25.52    15.0    0.     0.       ! data/natFe +Fe52
    26.56  25.52    16.0    0.18   0.041    ! g,cMIEX97
    26.56  25.52    21.2    2.82   0.146    ! g,cMIEX97
    26.56  25.52    21.9    5.11   0.264    ! g,cMIEX97
    26.56  25.52    26.2   19.80   2.000    ! g,cMIEX97
    26.56  25.52    26.8   24.60   1.260    ! g,cMIEX97
    26.56  25.52    30.6   32.20   1.680    ! g,cMIEX97
    26.56  25.52    34.9   29.50   1.520    ! g,cMIEX97
    26.56  25.52    48.9   12.50   0.800    ! g,cMIEX97
    26.56  25.52    57.0   14.10   1.730    ! g,cMIEX97
    26.56  25.52    65.6   33.30   2.000    ! g,cMIEX97
    26.56  25.52    75.2   40.60   2.850    ! g,cMIEX97
    26.56  25.52    93.3   29.70   3.010    ! g,cMIEX97
    26.56  25.52   160.0   19.00   1.400    ! g,cMIEX97
    26.56  25.52   215.0   16.20   1.300    ! g,cMIEX97
    26.56  25.52   383.0   13.60   1.010    ! cMIEX97
    26.56  25.52   800.0   10.50   0.800    ! cMIEX97
    26.56  25.52  1200.0    9.70   1.100    ! cMIEX97
    26.56  25.52  2600.0    7.76   0.690    ! cMIEX97
    26.56  25.52 12000.0    3.96   0.200    ! NUCLEX
    26.56  25.51    30.     0.     0.       ! Mn51
    26.56  25.51   100.     0.     0.       ! Mn51
    26.56  24.51    26.2    0.     0.       ! dat/natFe +Mn51
    26.56  24.51    29.5    1.49   0.282    ! cMIEX97
    26.56  24.51    34.9   31.10   1.610    ! cMIEX97
    26.56  24.51    38.0   55.60   3.400    ! cMIEX97
    26.56  24.51    44.9   94.60   4.860    ! cMIEX97
    26.56  24.51    48.9   88.60   4.610    ! cMIEX97
    26.56  24.51    60.3   51.70   2.680    ! cMIEX97
    26.56  24.51    64.5   45.50   4.610    ! cMIEX97
    26.56  24.51    70.5   48.90   3.100    ! cMIEX97
    26.56  24.51    89.9   77.20   8.010    ! cMIEX97
    26.56  24.51   177.0   57.30   5.700    ! cMIEX97
    26.56  24.51   383.0   50.60   3.740    ! cMIEX97
    26.56  24.51   399.0   51.50   3.660    ! cMIEX97
    26.56  24.51   800.0   44.70   3.400    ! cMIEX97
    26.56  24.51  1200.0   40.60   3.200    ! cMIEX97
    26.56  24.51  1600.0   37.70   3.100    ! cMIEX97
    26.56  24.51  2600.0   32.30   2.700    ! cMIEX97
    26.56  24.51 12000.0   21.50   1.100    ! cNUCLEX
    26.56  24.49    50.0    0.00   0.000    ! SEM2k & dat/natFe
    26.56  24.49    60.0    0.36   0.051    ! SEM2k
    26.56  24.49    70.0    2.10   0.122    ! SEM2k
    26.56  24.49    80.0    3.85   0.163    ! SEM2k
    26.56  24.49    90.0    4.42   0.173    ! SEM2k
    26.56  24.49   150.0    6.10   1.700    ! LA63
    26.56  24.49   660.0    5.90   0.500    ! AL95b
    26.56  24.49  1000.0    5.22   0.138    ! SEM2k
    26.56  24.49  5000.0    2.24   0.057    ! SEM2k
    26.56  24.48    40.0    0.     0.       ! natFe  
    26.56  24.48    56.9    0.18   0.016    ! cMIEX97
    26.56  24.48    65.6    0.34   0.025    ! cMIEX97
    26.56  24.48    75.2    0.45   0.039    ! cMIEX97
    26.56  24.48   114.0    0.77   0.084    ! cMIEX97
    26.56  24.48   175.0    0.96   0.071    ! cMIEX97
    26.56  24.48   399.0    1.14   0.086    ! cMIEX97
    26.56  24.48  1600.0    0.84   0.068    ! cMIEX97
    26.56  24.48  2600.0    0.72   0.064    ! cMIEX97
    26.56  24.48 12000.0    0.30   0.016    ! NUCLEX
    26.56  23.48    36.0    0.     0.       ! natFe data
    26.56  23.48    38.8    0.20   0.042    ! cNUCLEX
    26.56  23.48    42.7    1.58   0.220    ! cNUCLEX
    26.56  23.48    44.6    3.91   0.540    ! cNUCLEX
    26.56  23.48    57.8    5.70   0.600    ! cNUCLEX
    26.56  23.48    70.8    4.64   0.253    ! cMIEX97
    26.56  23.48    75.2    7.77   0.549    ! cMIEX97
    26.56  23.48    89.6   16.20   1.680    ! cMIEX97
    26.56  23.48   114.0   18.20   1.300    ! cMIEX97
    26.56  23.48   159.0   20.20   1.430    ! cMIEX97
    26.56  23.48   260.0   22.40   1.670    ! MIEX97
    26.56  23.48   383.0   23.00   1.910    ! MIEX97
    26.56  23.48   600.0   22.70   2.800    ! AL95b
    26.56  23.48   800.0   21.90   1.600    ! AL95b
    26.56  23.48  1200.0   19.40   1.400    ! AL95b
    26.56  23.48  2600.0   16.30   1.300    ! cMIEX97
    26.56  23.48 12000.0    9.30   0.       !         
    26.56  22.46    60.0    0.00   0.000    ! 
    26.56  22.46    70.0    0.21   0.039    ! SEM2k
    26.56  22.46    80.0    0.62   0.066    ! SEM2k
    26.56  22.46   100.0    1.67   0.106    ! SEM2k
    26.56  22.46   200.0   14.56   0.213    ! SEM2k
    26.56  22.46   300.0   16.22   0.224    ! SEM2k
    26.56  22.46   400.0   17.51   0.236    ! SEM2k
    26.56  22.46   500.0   18.53   0.248    ! SEM2k
    26.56  22.46   600.0   18.88   0.256    ! SEM2k
    26.56  22.46   800.0   18.14   0.256    ! SEM2k
    26.56  22.46  1000.0   15.91   0.241    ! SEM2k
    26.56  22.46  2000.0   12.89   0.128    ! SEM2k
    26.56  22.44    80.     0.     0.       ! data/natFe
    26.56  22.44    89.6    0.08   0.006    ! cMIEX97
    26.56  22.44   236.0    0.59   0.061    ! cMIEX97
    26.56  22.44   381.0    0.98   0.079    ! cMIEX97
    26.56  22.44   800.0    1.37   0.100    ! cMIEX97
    26.56  22.44  1200.0    1.08   0.082    ! cMIEX97
    26.56  22.44  2600.0    0.58   0.060    ! cMIEX97
    26.56  22.44  5000.0    0.4    0.       ! 
    26.56  21.47    55.0    0.     0.       ! data/natFe        
    26.56  21.47    57.8    0.05   0.022    ! cMIEX97
    26.56  21.47    70.5    0.28   0.017    ! cMIEX97
    26.56  21.47   114.0    0.69   0.071    ! cMIEX97
    26.56  21.47   177.0    1.28   0.134    ! cMIEX97
    26.56  21.47   214.0    1.60   0.137    ! cMIEX97
    26.56  21.47   399.0    2.71   0.195    ! cMIEX97
    26.56  21.47   600.0    2.89   0.110    ! AL95b
    26.56  21.47   660.0    2.96   0.180    ! AL95b
    26.56  21.47  1600.0    3.08   0.240    ! cMIEX97
    26.56  21.47  2600.0    2.63   0.210    ! cMIEX97
    26.56  21.47 12000.0    1.98   0.300    ! cNUCLEX
    26.56  21.46    50.0    0.     0.       ! data/natFe
    26.56  21.46    64.5    0.05   0.011    !
    26.56  21.46   114.0    1.95   0.197    !
    26.56  21.46   215.0    5.30   0.420    !
    26.56  21.46   399.0    8.77   0.630    !
    26.56  21.46   575.0   10.10  -0.040    !
    26.56  21.46   800.0   10.70   0.800    !
    26.56  21.46  1200.0    9.99   0.770    !
    26.56  21.46  1600.0    8.81   0.680    !
    26.56  21.46  2600.0    8.15   0.660    !
    26.56  21.46  4000.0    7.00   0.250    !
    26.56  21.46 12000.0    4.99   0.250    ! NUCLEX natFe
    26.56  20.41    90.0    0.     0.       ! data/natFe
    26.56  20.41   108.0    0.46   0.160    ! FI87
    26.56  20.41   149.0    1.30   0.210    ! FI87
    26.56  20.41   200.0    3.09   0.310    ! FI87
    26.56  20.41   600.0    9.00   0.400    !
    26.56  20.41  3000.0    5.00   0.       !        
    26.56  17.37   100.0    0.     0.000    ! SEM2k*1.20 26.56->17.37
    26.56  17.37   200.0    0.11   0.017    ! SEM2k*1.20
    26.56  17.37   300.0    0.89   0.048    ! SEM2k*1.20
    26.56  17.37   400.0    1.70   0.067    ! SEM2k*1.20
    26.56  17.37   500.0    2.90   0.090    ! SEM2k*1.20
    26.56  17.37   600.0    4.25   0.111    ! SEM2k*1.20
    26.56  17.37   700.0    4.86   0.120    ! SEM2k*1.20
    26.56  17.37   800.0    5.42   0.128    ! SEM2k*1.20
    26.56  17.37   900.0    5.79   0.132    ! SEM2k*1.20
    26.56  17.37  1000.0    5.63   0.131    ! SEM2k*1.20
    26.56  17.37  2000.0    4.42   0.074    ! SEM2k*1.20
    26.56  17.37  3000.0    3.93   0.070    ! SEM2k*1.20
    26.56  17.37  4000.0    3.45   0.065    ! SEM2k*1.20
    26.56  17.37  5000.0    3.05   0.061    ! SEM2k*1.20
    26.56  17.36   100.0    0.     0.000    ! SEM2k*0.65 26.56->17.36
    26.56  17.36   200.0    0.24   0.034    ! SEM2k*0.65
    26.56  17.36   300.0    1.49   0.084    ! SEM2k*0.65
    26.56  17.36   400.0    3.25   0.126    ! SEM2k*0.65
    26.56  17.36   500.0    5.27   0.164    ! SEM2k*0.65
    26.56  17.36   600.0    7.53   0.201    ! SEM2k*0.65
    26.56  17.36   700.0    9.09   0.223    ! SEM2k*0.65
    26.56  17.36   800.0   10.08   0.236    ! SEM2k*0.65
    26.56  17.36   900.0   10.84   0.246    ! SEM2k*0.65
    26.56  17.36  1000.0   10.93   0.248    ! SEM2k*0.65
    26.56  17.36  2000.0    8.61   0.141    ! SEM2k*0.65
    26.56  17.35   100.0    0.     0.000    ! SEM2k*0.55 26.56->17.35 
    26.56  17.35   200.0    0.07   0.020    ! SEM2k*0.55
    26.56  17.35   300.0    0.73   0.064    ! SEM2k*0.55
    26.56  17.35   400.0    1.57   0.095    ! SEM2k*0.55
    26.56  17.35   500.0    2.91   0.133    ! SEM2k*0.55
    26.56  17.35   600.0    4.50   0.169    ! SEM2k*0.55
    26.56  17.35   700.0    5.41   0.187    ! SEM2k*0.55
    26.56  17.35   800.0    6.24   0.202    ! SEM2k*0.55
    26.56  17.35   900.0    6.50   0.207    ! SEM2k*0.55
    26.56  17.35  1000.0    6.90   0.214    ! SEM2k*0.55
    26.56  17.35  2000.0    5.61   0.124    ! SEM2k*0.55
    26.56  17.35  3000.0    4.79   0.114    ! SEM2k*0.55
    26.56  17.35  4000.0    4.02   0.104    ! SEM2k*0.55
    26.56  17.35  5000.0    3.54   0.097    ! SEM2k*0.55
    26.56  13.26   180.0    0.     0.       ! data/natFe
    26.56  13.26   189.0    0.01   0.       ! 
    26.56  13.26   280.0    0.06   0.026    ! iMIEX97
    26.56  13.26   382.0    0.21   0.028    ! iMIEX97
    26.56  13.26   600.0    0.54   0.040    ! iMIEX97
    26.56  13.26   800.0    0.99   0.073    ! iMIEX97
    26.56  13.26  1200.0    1.74   0.090    ! iMIEX97
    26.56  13.26  1600.0    2.34   0.140    ! iMIEX97
    26.56  13.26  2600.0    2.73   0.250    ! iMIEX97
    26.56   2.03   160.0   11.00   0.000    ! SCH59 data/natFe
    26.56   2.03   540.0   41.00   0.000    ! BI62
    26.56   2.03   800.0   63.90   4.700    ! iMIEX97
    26.56   2.03  1200.0   86.80   6.300    ! iMIEX97
    26.56   2.03  1600.0   99.80   7.400    ! iMIEX97
    26.56   2.03  2600.0   91.80   6.600    ! iMIEX97
    26.56   1.03    50.0    4.20   0.000    ! BAR72 natFe
    26.56   1.03    75.0    4.30   0.800    ! BAR72
    26.56   1.03   160.0    7.20   0.000    ! BAR72
    26.56   1.03   450.0   34.00   8.000    ! BAR72
    26.56   1.03  6200.0  110.00   0.000    ! BAR72
    26.56   1.03 25000.0   94.00   0.000    ! NUCLEX
    26.54  25.53    14.0    0.     0.000    ! SEM2k 26.54->25.53
    26.54  25.53    16.0   18.09   0.380    ! SEM2k
    26.54  25.53    18.0  179.50   1.194    ! SEM2k
    26.54  25.53    20.0  262.60   1.441    ! SEM2k
    26.54  25.53    40.0  117.40   0.933    ! SEM2k
    26.54  25.53    50.0   92.17   0.816    ! SEM2k
    26.54  25.53    60.0   80.08   0.749    ! SEM2k
    26.54  25.53    70.0   70.10   0.693    ! SEM2k
    26.54  25.53    80.0   65.51   0.662    ! SEM2k
    26.54  25.53    90.0   61.35   0.634    ! SEM2k
    26.54  25.53   100.0   59.11   0.619    ! SEM2k
    26.54  25.53   200.0   45.31   0.369    ! SEM2k
    26.54  25.53   300.0   42.15   0.356    ! SEM2k
    26.54  25.53   400.0   41.00   0.352    ! SEM2k
    26.54  17.36   100.0    0.     0.000    ! SEM2k 26.54->17.36
    26.54  17.36   200.0    0.37   0.034    ! SEM2k
    26.54  17.36   300.0    2.29   0.084    ! SEM2k
    26.54  17.36   400.0    5.00   0.126    ! SEM2k
    26.54  17.36   500.0    8.11   0.164    ! SEM2k
    26.54  17.36   600.0   11.58   0.201    ! SEM2k
    26.54  17.36   700.0   13.99   0.223    ! SEM2k
    26.54  17.36   800.0   15.51   0.236    ! SEM2k
    26.54  17.36   900.0   16.68   0.246    ! SEM2k
    26.54  17.36  1000.0   16.81   0.248    ! SEM2k
    26.54  17.36  2000.0   13.25   0.141    ! SEM2k
    26.54  17.36  3000.0   11.58   0.132    ! SEM2k
    26.54  17.36  4000.0    9.86   0.121    ! SEM2k
    26.54  17.36  5000.0    8.63   0.113    ! SEM2k
    14.28  14.26    30.0    0.0    0.0      ! -> 13.26  14.28->14.26
    14.28  14.26   100.0    0.0    0.0      ! -> 13.26     
    14.28  13.27    11.0    0.00   0.000    !
    14.28  13.27    12.0    0.05   0.000    !
    14.28  13.27    14.0    0.21   0.000    !
    14.28  13.27    17.0  153.70   0.000    !
    14.28  13.27    20.0  385.70   0.000    !
    14.28  13.27    24.0  434.20   0.000    !
    14.28  13.27    28.0  397.40   0.000    !
    14.28  13.27    45.0  119.10   0.000    !
    14.28  13.27    70.0   62.20   0.000    !
    14.28  13.27    80.0   53.75   0.000    !
    14.28  13.27    90.0   48.46   0.000    !
    14.28  13.27   100.0   44.69   0.000    !
    14.28  13.27   140.0   38.13   0.000    !
    14.28  13.27   218.0   30.0    0.       !          
    14.28  13.27   600.0   50.40  -0.040    ! [We98prc]
    14.28  13.26    20.     0.     0.       ! data/natSi
    14.28  13.26    25.4    1.30   0.200    ! TOBV
    14.28  13.26    29.8    5.99   0.380    ! SI97
    14.28  13.26    36.0   36.00   0.000    ! NUCLEX
    14.28  13.26    38.0   51.00   0.000    ! NUCLEX
    14.28  13.26    44.5   67.00   3.950    ! SI97
    14.28  13.26    61.7   53.00   4.040    ! SI97
    14.28  13.26    77.2   43.90   3.360    ! SI97
    14.28  13.26    97.0   36.40   2.760    ! SI97
    14.28  13.26   235.0   23.50   1.050    ! EXFOR01
    14.28  13.26   395.0   22.60   1.840    ! EXFOR01
    14.28  13.26   800.0   21.80   1.800    ! cMI95
    14.28  13.26  1600.0   17.20   1.300    ! cMI95
    14.28  13.26  2600.0   16.20   1.400    ! cMI95
    14.28  11.22    22.5    0.     0.       ! data/natSi
    14.28  11.22    26.0    0.20   0.013    ! cMIEX97
    14.28  11.22    35.4    0.62   0.210    ! cMIEX97
    14.28  11.22    39.4    1.06   0.057    ! cMIEX97
    14.28  11.22    43.2    2.14   0.163    ! cMIEX97
    14.28  11.22    50.9   10.10   0.509    ! cMIEX97
    14.28  11.22    54.5   15.90   0.802    ! cMIEX97
    14.28  11.22    56.4   20.30   1.060    ! cMIEX97
    14.28  11.22    61.4   25.20   1.310    ! cMIEX97
    14.28  11.22    66.1   25.60   1.350    ! cMIEX97
    14.28  11.22   105.0   19.00   1.640    ! cMIEX97
    14.28  11.22   128.0   16.50   1.490    ! SI97
    14.28  11.22   157.3   16.10   1.450    ! SI97
    14.28  11.22   252.0   16.00   0.900    ! MI96
    14.28  11.22   294.0   17.00   0.900    ! MI96
    14.28  11.22   359.0   17.50   0.900    ! MI96
    14.28  11.22   395.0   18.30   0.300    ! MI96
    14.28  11.22   800.0   19.60   1.400    ! cEXFOR01
    14.28  11.22  1200.0   18.90   1.300    ! cEXFOR01
    14.28  11.22  1600.0   16.40   1.200    ! cMI95
    14.28  11.22  2600.0   14.50   1.000    ! cEXFOR01
    14.28  11.22 24000.0   15.20   1.500    ! NUCLEX
    14.28  11.21    30.0    0.     0.       ! see Ne21
    14.28  11.21   100.0    0.     0.       ! see Ne21
    14.28  10.22    33.6    0.0    0.014    ! data/natSi
    14.28  10.22    34.4    0.03   0.032    ! TOBV
    14.28  10.22    40.5    0.18   0.180    ! TOBV
    14.28  10.22    42.3    0.39   0.140    ! TOBV
    14.28  10.22    44.5    1.10   0.500    ! TOBV
    14.28  10.22    50.0    3.08   0.000    ! alice
    14.28  10.22    60.0    6.90   0.000    ! alice
    14.28  10.22    80.7    4.65   0.760    ! dLE98
    14.28  10.22   112.0    4.55   0.630    ! dLE98
    14.28  10.22   136.0    7.32   0.700    ! dLE98
    14.28  10.22   179.0    7.59   0.870    ! dLE98
    14.28  10.22   600.0    8.50  -0.070    ! [We98prc]
    14.28  10.22  1600.0    9.00   0.       !
    14.28  10.22  2600.0    5.50   0.       !
    14.28  10.22 24000.0    4.90   0.600    ! BA84
    14.28   4.10    56.5    0.00   0.001    ! data/natSi
    14.28   4.10    77.2    0.01   0.001    ! SI97
    14.28   4.10    97.0    0.02   0.003    ! SI97
    14.28   4.10   157.3    0.07   0.006    ! SI97
    14.28   4.10   200.0    0.11   0.007    ! SI97
    14.28   4.10   300.0    0.26   0.016    ! SI97
    14.28   4.10   400.0    0.40   0.029    ! SI97
    14.28   4.10   600.0    0.82   0.150    ! NUCLEX
    14.28   4.10   800.0    1.43   0.130    ! iMI95
    14.28   4.10  1200.0    2.12   0.200    ! iMI95
    14.28   4.10  2600.0    2.11   0.130    ! NUCLEX
    14.28   4.10 23000.0    2.03   0.440    ! NUCLEX
    14.28   4.07    22.7    0.00   0.000    ! data/natSi
    14.28   4.07    28.9    0.01   0.000    ! iMIEX97
    14.28   4.07    37.0    0.12   0.013    ! iMIEX97
    14.28   4.07    41.6    0.20   0.017    ! iMIEX97
    14.28   4.07    70.2    0.79   0.041    ! iMIEX97
    14.28   4.07   152.0    1.44   0.127    ! iMIEX97
    14.28   4.07   252.0    2.06   0.110    ! MI96
    14.28   4.07   395.0    3.60   0.270    ! MI96
    14.28   4.07   800.0    7.57   0.620    ! EXFOR01
    14.28   4.07  1200.0   10.10   0.700    ! EXFOR01
    14.28   4.07  2600.0   10.80   0.800    ! EXFOR01
    13.27  13.26    10.     0.     0.       ! imos
    13.27  13.26    10.5   10.     0.       ! imos
    13.27  13.26    15.0   68.00   0.000    ! sem+imos
    13.27  13.26    17.0  120.00   0.000    !
    13.27  13.26    18.0  135.00   0.000    !
    13.27  13.26    19.0  150.00   0.000    !
    13.27  13.26    21.0  165.00   0.000    !
    13.27  13.26    23.8  181.00  13.000    !
    13.27  13.26    26.0  165.00   0.000    !
    13.27  13.26    31.1  135.00  10.000    !
    13.27  13.26    39.8   96.70   7.100    !
    13.27  13.26    50.0   74.00   5.900    !
    13.27  13.26    98.8   45.50   3.500    !
    13.27  13.26   155.0   29.40   1.500    !
    13.27  13.26   199.5   26.90   2.200    !
    13.27  13.26  1200.0   22.50   1.600    !
    13.27  13.26  2600.0   20.00   1.400    !
    12.24  11.22    27.0    9.     0.       ! data/natMg
    12.24  11.22    30.4   23.80   2.400    ! BOD93
    12.24  11.22    39.9   59.80   0.000    ! NUCLEX
    12.24  11.22    53.2   73.00  11.000    ! BOD93
    12.24  11.22    98.0   48.10   4.900    ! BOD93
    12.24  11.22   200.0   32.70   0.100    ! NUCLEX
    12.24  11.22   254.0   33.90   1.900    ! MI96
    12.24  11.22   600.0   31.50   1.300    ! MI89
    12.24  11.22   800.0   29.30   2.100    ! cMI95
    12.24  11.22  1600.0   28.90   2.100    ! cMI95
    12.24  11.22  2600.0   23.60   1.800    ! cMI95
    12.24   4.07    40.0    0.     0.       ! data/natMg
    12.24   4.07    42.0    0.17   0.030    !
    12.24   4.07    50.0    0.70   0.140    !
    12.24   4.07    56.6    1.10   0.150    !
    12.24   4.07   103.0    1.80   0.300    !
    12.24   4.07   396.0    3.25   0.000    !
    12.24   4.07   600.0    6.50   1.500    !
    12.24   4.07   800.0    9.00   1.800    !
    12.24   4.07  1200.0    9.92   0.740    !
    12.24   4.07  3000.0   10.10   0.900    !
    12.24   4.07 23000.0    9.90   0.900    !
     8.16   8.15    17.0    0.     0.000    ! sem&imos
     8.16   8.15    18.0    1.41   0.000    !
     8.16   8.15    19.0    5.90   0.000    !
     8.16   8.15    20.0   12.52   0.000    !
     8.16   8.15    22.0   29.94   0.000    !
     8.16   8.15    24.0   48.64   0.000    !
     8.16   8.15    27.8   61.00   0.000    !
     8.16   8.15    35.0   66.00   0.000    !
     8.16   8.15    60.0   70.00   0.000    !
     8.16   8.15    70.0   70.00   0.000    !
     8.16   8.15   110.0   60.00   0.000    !
     8.16   8.15   120.0   55.00   0.000    !
     8.16   8.15   130.0   50.00   0.000    !
     8.16   8.15   150.0   41.00   0.000    !
     8.16   8.15   170.0   34.5    0.000    !
     8.16   8.15   230.0   31.5    0.000    !
     8.16   8.15   500.0   30.5    0.000    !
     8.16   8.15  3000.0   30.5    0.000    !
     8.16   8.13    10.0   30.5    0.000    ! see N13
     8.16   8.13   100.0   30.5    0.000    ! see N13
     8.16   7.15     7.0    0.     0.000    ! sem&imos
     8.16   7.15     8.0    0.14   0.000    !
     8.16   7.15     9.0    0.30   0.000    !
     8.16   7.15    10.0    0.62   0.000    !
     8.16   7.15    11.0    0.90   0.000    !
     8.16   7.15    12.0    1.14   0.000    !
